TRANSFORMADOR;MACRO;MARCA_CONFIABLE;FRANJA;ETIQUETA;ESTADO_TRAFO;UBICACION;SUBESTACION;CELDA;PERIODO;KVA;MUNICIPIO;CANT_USU;ENERGIAENTRADA;ENERGIASALIDA;ENERGIAENTRADAGEN;CONSUMO_AP;CONSUMO_OTROS;PERDIDAS;IP;PERXUSU;CLIENTES_FACTOR;CLIENTES_OC;CLIENTES_PREPAGOS;CLIENTES_AUTOGENERADORES;CLIENTES_NIVEL>1;CANT_REV;BAL_MANUAL;BALANCECONFIABLE;BALANCEDEFINITIVO;BALANCECRITICADO;REGLA_APLICADA;MATRIZ;COORDENADA_X;COORDENADA_Y;ZONA;GRUPO;PERIOCIDAD;CUADRANTES;NIVEL_DE_TENSION;REGIONALES;GRUP_UBICA;CUAD_UBICA;PERIODO_INICIO;PERIODO_FIN;FILTRO_DESCART;CONSTANTE;RAMAL;ENTRADA_AJUSTADA;PERDIDAS_AJUSTADAS;IP_AJUSTADO;ENERGIASALIDAGEN;RANGO_DE_IP;IP_CALCULADO;RANGO_PERDIDAS;TRAFO_PERIODO;USU_SALEN;USU_NUEVOS;TRAFOS PRIORIZADOS.TRAFO;CANT_USU_TOTAL;CONSUMO_ADICIONAL;KVA_MENOR_15;IP_EFICIENTE_N1;PRIORIDAD;FECHA_INST_MED_MACRO;PERIODO NUM;AÑOS_MES_INSTALA;Aun_Mantener_Despues_Instalacion;Etiqueta_fin;BARRIO;VALIDAR_MI;VALIDAR_AGPE;TRAFOS_CONJUNTOS.TRAFO;VAL_CONJUNTOS;Revisiones_;etiqueta1;etiqueta2;red_abierta;etiqueta3;etiqueta4;etiqueta5;etiqueta6;etiqueta7;perdidas_no_tec;perdidas_total_gw;franja_fin;COLUMNA_FIN;DIRECCION;MARCA_MED;MODELO_MED;NUMERO_MED;SENTIDO_MED;AÑO_MED;RED_TRENZADA;period1;FLAG_Mantener_Venia_BuenoReduccion;FLAG_Ultimo_Periodo_BUENO;Transformadores_Mantener_BuenoReduccion;Acum_12_Perdidas;Acum_12_Entrada;Acum_12_Salida
1T08690;453085;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;ESCOBAL;ESCC61;202607;75;San José De Cúcuta;106;22.883;20.970;562,74;176,4;0;1.912;8,36%;18;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,472225;7,892071;1;B;Mensual;4;1;CUCUTA;CUAD 4-5-6;CUAD 4 - ESCOBAL;202508;202607;Cumple;40;CENSESCC61-1ESCC61_F;22883;1913;8,36%;;  5%-10%;8,40%; 1000-2000;1T08690202607;0;0;;106;0;CUMPLE;9,12%;3A>=15kwh;;202607;;No;Validar;TORCOROMA III;SIN_MI;SOLO_AGPE;;NO;;validar;Macropuntos;0;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0,001;0,00191234;CONTROL;CONTROL;MNZ D5 LOT25 TORCOROMA III;HEX;HXE34K CT;18282508;Unidireccional;18;TRENZADO;202607;0;;0;20755,77;261612,57;240856,8
1T08672;453086;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC46;202607;150;San José De Cúcuta;49;52.515;50.481;1215,29;498,6;0;2.035;3,87%;41,5;1;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,495252;7,881573;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;60;CENSSANC46-1SANC46_F;52515;2034;3,87%;;  0%-5%;3,90%; 2000-3000;1T08672202607;0;0;;49;0;CUMPLE;9,12%;2>=40kwh;;202607;;No;Validar;CAOBOS;SIN_MI;SOLO_AGPE;;NO;1;validar;validar;0;validar;validar;validar;validar;validar;0;0,00203469;IP BAJO;IP BAJO;AVE 2E  16A-09 CAOBOS;HEX;HXE34K CT;18282448;Unidireccional;18;TRENZADO;202607;0;;0;27882,82;621669,74;593786,92
1T08472;441494;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC52;202607;75;San José De Cúcuta;43;27.291;25.172;2571,07;318,6;0;2.119;7,77%;49,3;0;0;0;3;0;0;N;S;S;NO APLICO REGLA;;NA;-72,49016814;7,88915071;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;1;CENSSANC52-1SANC52_F;27291;2119;7,76%;;  5%-10%;7,80%; 2000-3000;1T08472202607;0;0;;43;0;CUMPLE;9,12%;2>=40kwh;;202607;;No;Validar;LA RIVIERA;SIN_MI;SOLO_AGPE;;NO;;validar;validar;0;validar;validar;validar;validar;validar;0,001;0,00211947;Reduccion;Reduccion;CLL 10  9E-84 RIVIERA;HEX;HXE34K CT;18282754;Unidireccional;18;TRENZADO;202607;0;;0;18527,59;280743,19;262215,6
1T08350;436600;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC5;202607;113;San José De Cúcuta;9;32.278;30.811;1678,2;337,68;0;1.468;4,55%;163,1;1;0;0;2;0;0;N;S;S;NO APLICO REGLA;;NA;-72,500742;7,91602;1;A;Mensual;2;1;CUCUTA;CUAD 1-2-3-20;CAUD 2 - SEVILLA - INSULA;202508;202607;Cumple;60;CENSSEVC5-1SEVC5_F;32278;1467;4,54%;;  0%-5%;4,50%; 1000-2000;1T08350202607;0;0;;9;0;CUMPLE;9,12%;1>=100kwh;;202607;;No;Validar;ZONA INDUSTRIAL;SIN_MI;SOLO_AGPE;;NO;;validar;validar;57,31;validar;validar;validar;validar;validar;0;0,00146752;IP BAJO;IP BAJO;CLL 17N  5-97 INDUSTRIAL;HEX;HXE34K CT;16528818;Unidireccional;18;NO_APLICA;202607;0;;0;21731,59;361754,07;340022,48
1T07896;436279;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC5;202607;75;San José De Cúcuta;78;17.543;17.294;182,72;298,8;0;249;1,42%;3,2;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,49574133;7,93374493;1;A;Mensual;2;1;CUCUTA;CUAD 1-2-3-20;CAUD 2 - SEVILLA - INSULA;202508;202607;Cumple;40;CENSSEVC5-1SEVC5_F;17543;249;1,42%;;  0%-5%;1,40%;   0-500;1T07896202607;0;0;;78;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;GARCIA HERREROS;SIN_MI;SOLO_AGPE;;NO;4;validar;validar;12,32;validar;validar;validar;validar;validar;0;0,00024892;IP BAJO;IP BAJO;CLL 21 A 4 - 71 GARCIA HERREROS;HEX;HXE34K CT;18282218;Unidireccional;18;NO_APLICA;202607;0;;0;-858,43;185062,17;185920,6
1T07789;424918;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC16;202607;113;San José De Cúcuta;30;20.813;19.420;1492,86;231,48;0;1.392;6,69%;46,4;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,50564488;7,89035989;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;60;CENSSEVC16-1SEVC16_F;20813;1393;6,69%;;  5%-10%;6,70%; 1000-2000;1T07789202607;0;0;;30;0;CUMPLE;9,12%;2>=40kwh;;202607;;No;Validar;CALLEJON;SIN_MI;SOLO_AGPE;;NO;;validar;validar;0;validar;validar;validar;validar;validar;0,001;0,00139238;Reduccion;Reduccion;AVE 6  6-28 CENTRO;HEX;HXE34K CT;23909859;Unidireccional;22;TRENZADO;202607;0;;0;14725,8;219391,28;204665,48
1T07606;424925;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;BELEN;BELC27;202607;113;San José De Cúcuta;144;52.124;50.219;644,13;358,56;0;1.906;3,66%;13,2;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,50848353;7,88378679;1;A;Mensual;3;1;CUCUTA;CUAD 1-2-3-20;CUAD 3 - BELEN;202508;202607;Cumple;60;CENSBELC27-1BELC27_F;52124;1905;3,65%;;  0%-5%;3,70%; 1000-2000;1T07606202607;0;0;;144;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;EL CENTRO;SIN_MI;SOLO_AGPE;;NO;1;validar;Macropuntos;4,33;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0;0,00190557;IP BAJO;IP BAJO;CLL 12  9-98 B/EL CONTENTO.;HEX;HXE34K CT;23909245;Unidireccional;22;TRENZADO;202607;0;;0;25347,41;609164,13;583816,72
1T07480;418341;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC52;202607;113;San José De Cúcuta;70;40.897;40.410;517,32;1276,2;0;487;1,19%;7;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,48638957;7,89536663;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;60;CENSSANC52-1SANC52_F;40897;487;1,19%;;  0%-5%;1,20%;   0-500;1T07480202607;0;0;;70;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;COLSAG;SIN_MI;SOLO_AGPE;;NO;;validar;validar;29,75;validar;validar;validar;validar;validar;-0,001;0,00048712;IP BAJO;IP BAJO;CLL4 AVE 13E/AVE LIBERTADORES COLSAG;HEX;HXE34K CT;18282391;Unidireccional;18;NO_APLICA;202607;0;;0;19812,92;511537,32;491724,4
1T07460;435857;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC56;202607;75;San José De Cúcuta;36;21.815;21.304;815,16;56,52;0;512;2,35%;14,2;1;0;0;2;0;0;N;S;S;NO APLICO REGLA;;NA;-72,49933512;7,89203836;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;40;CENSSANC56-1SANC56_F;21815;511;2,34%;;  0%-5%;2,30%;  500-1000;1T07460202607;0;0;;36;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;LLERAS RESTREPO;SIN_MI;SOLO_AGPE;;NO;;validar;validar;0;validar;validar;validar;validar;validar;0;0,00051164;IP BAJO;IP BAJO;CLL 6 AVE 0 B/LLERAS RESTREPO;HEX;HXE34K CT;17087402;Unidireccional;18;TRENZADO;202607;0;;0;16818,37;206474,05;189655,68
1T07349;427313;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;ESCOBAL;ESCC61;202607;113;San José De Cúcuta;131;34.875;34.748;3375,23;325,44;0;127;0,36%;1;0;0;0;3;0;0;N;S;S;NO APLICO REGLA;;NA;-72,47119498;7,89691364;1;B;Mensual;4;1;CUCUTA;CUAD 4-5-6;CUAD 4 - ESCOBAL;202508;202607;Cumple;1;CENSESCC61-1ESCC61_F;34875;127;0,36%;;  0%-5%;0,40%;   0-500;1T07349202607;0;0;;131;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;TORCOROMA SIGLO XXI;SIN_MI;SOLO_AGPE;;NO;1;validar;Macropuntos;99,84;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;-0,001;0,00012679;IP BAJO;IP BAJO;AV 17 5A-17 URB. TORCOR;HEX;HXE34K CT;18282495;Unidireccional;18;NO_APLICA;202607;0;;0;16639,37;404185,25;387545,88
1T07161;802959;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC51;202607;45;San José De Cúcuta;42;11.471;10.342;511,44;125,28;0;1.129;9,84%;26,9;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,49639583;7,89842448;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;40;CENSSANC51-1SANC51_F;11471;1129;9,84%;;  5%-10%;9,80%; 1000-2000;1T07161202607;0;0;;42;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;QUINTA BOSCH;SIN_MI;SOLO_AGPE;;NO;;validar;validar;62,96;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0,001;0,00112916;CONTROL;CONTROL;CL 0AN 3E-43 (M;HEX;HXE34K CT;17962970;Unidireccional;18;NO_APLICA;202607;0;;0;8926,86;124964,22;116037,36
1T07057;802723;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC11;202607;75;San José De Cúcuta;105;43.717;41.310;1997,03;422,28;0;2.407;5,51%;22,9;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,49134549;7,90769014;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;40;CENSSEVC11-1SEVC11_F;43717;2407;5,51%;;  5%-10%;5,50%; 2000-3000;1T07057202607;0;0;;105;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;GUAIMARAL;SIN_MI;SOLO_AGPE;;NO;17;validar;Macropuntos;17,69;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0,001;0,00240675;Reduccion;Reduccion;AVE 11BE 8N-31 GUAIMARAL;HEX;HXE34K CT;17087206;Unidireccional;18;NO_APLICA;202607;0;;0;29746,23;522202,59;492456,36
1T07030;437114;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC56;202607;75;San José De Cúcuta;51;23.800;23.357;519,7;283,32;0;442;1,86%;8,7;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,49500469;7,90331091;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;40;CENSSANC56-1SANC56_F;23800;443;1,86%;;  0%-5%;1,90%;   0-500;1T07030202607;0;0;;51;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;LOS PINOS;SIN_MI;SOLO_AGPE;;NO;;validar;validar;45,12;validar;validar;validar;validar;validar;0;0,00044238;IP BAJO;IP BAJO;AV 7E CLL 5AN B/CEIBA II;HEX;HXE34K CT;18997746;Unidireccional;18;NO_APLICA;202607;0;;0;9215,01;274050,85;264835,84
1T07000;802691;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;ESCOBAL;ESCC61;202607;75;San José De Cúcuta;88;20.818;19.057;818,28;355,32;0;1.761;8,46%;20;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,46977679;7,89725074;1;B;Mensual;4;1;CUCUTA;CUAD 4-5-6;CUAD 4 - ESCOBAL;202508;202607;Cumple;40;CENSESCC61-1ESCC61_F;20818;1761;8,46%;;  5%-10%;8,50%; 1000-2000;1T07000202607;0;0;;88;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;TORCOROMA SIGLO XXI;SIN_MI;SOLO_AGPE;;NO;;validar;validar;77,8;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0,001;0,00176096;CONTROL;CONTROL;CLL 4A 18-42 SIGLO XXI;HEX;HXE34K CT;18997553;Unidireccional;18;NO_APLICA;202607;0;;0;17232,94;234254,78;217021,84
1T06879;802630;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;INSULA;INSC94;202607;75;San José De Cúcuta;110;29.261;26.823;1781,49;314,64;0;2.439;8,33%;22,2;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,50165037;7,94637359;1;A;Mensual;2;1;CUCUTA;CUAD 1-2-3-20;CAUD 2 - SEVILLA - INSULA;202508;202607;Cumple;40;CENSINSC94-1INSC94_F;29261;2438;8,33%;;  5%-10%;8,30%; 2000-3000;1T06879202607;0;0;;110;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;LA CONCORDIA III ETAPA;SIN_MI;SOLO_AGPE;;NO;2;validar;Macropuntos;6,37;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0,001;0,00243885;Reduccion;Reduccion;CLL 35A 2-99 CONCORDIA;HEX;HXE34K CT;20368691;Unidireccional;18;TRENZADO;202607;0;;0;29093,21;332377,69;303284,48
1T06833;802619;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC16;202607;75;San José De Cúcuta;75;22.458;21.644;938,32;415,08;0;814;3,63%;10,9;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;APLICA;-72,50600036;7,89714516;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;40;CENSSEVC16-1SEVC16_F;22458;814;3,62%;;  0%-5%;3,60%;  500-1000;1T06833202607;0;0;;75;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;LA MERCED;SIN_MI;SOLO_AGPE;;NO;8;validar;validar;1,23;validar;validar;validar;validar;validar;0;0,00081424;IP BAJO;IP BAJO;AVE 5C  A 0 -34 LA MERCED;HEX;HXE34K CT;23908998;Unidireccional;22;TRENZADO;202607;0;;0;17586,72;279385,36;261798,64
1T03102;802423;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC17;202607;75;San José De Cúcuta;22;10.252;10.074;692,24;93,6;0;179;1,74%;8,1;2;0;0;1;0;0;N;S;S;NO APLICO REGLA;Recuperacion de energia de algun cliente (Periodo -1);NA;-72,50611713;7,89372044;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;40;CENSSEVC17-1SEVC17_F;10252;178;1,74%;;  0%-5%;1,70%;   0-500;1T03102202607;0;0;;22;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;CALLEJON;SIN_MI;SOLO_AGPE;;NO;2;validar;validar;66,6;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;0,00017864;IP BAJO;IP BAJO;CLL 3  5-109 CALLEJON;HEX;HXE34K CT;18282794;Unidireccional;18;NO_APLICA;202607;0;;0;2796,73;123103,93;120307,2
1T03042;802379;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;ESCOBAL;ESCC63;202607;75;San José De Cúcuta;116;33.903;31.100;823,16;176,4;0;2.803;8,27%;24,2;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,47395124;7,91295047;1;B;Mensual;4;1;CUCUTA;CUAD 4-5-6;CUAD 4 - ESCOBAL;202508;202607;Cumple;40;CENSESCC63-1ESCC63_F;33903;2803;8,27%;;  5%-10%;8,30%; 2000-3000;1T03042202607;0;0;;116;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;PRADOS DEL ESTE;SIN_MI;SOLO_AGPE;;NO;1;validar;Macropuntos;53,78;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0,002;0,00280276;Reduccion;Reduccion;CL 7 7B-78 PRADOS DEL ESTE;HEX;HXE34K CT;18282309;Unidireccional;18;NO_APLICA;202607;0;;0;23631,74;374035,54;350403,8
1T02903;802250;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC55;202607;45;San José De Cúcuta;79;16.758;16.355;318,46;181,8;0;404;2,41%;5,1;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,47801457;7,89340084;1;B;Mensual;4;1;CUCUTA;CUAD 4-5-6;CUAD 4 - ESCOBAL;202508;202607;Cumple;40;CENSSANC55-1SANC55_F;16758;403;2,40%;;  0%-5%;2,40%;   0-500;1T02903202607;0;0;;79;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;TORCOROMA;SIN_MI;SOLO_AGPE;;NO;;validar;validar;19,73;validar;validar;validar;validar;validar;0;0,00040366;IP BAJO;IP BAJO;AVE 11 10A-83 TORCOROMA;HEX;HXE34K CT;16410928;Unidireccional;18;NO_APLICA;202607;0;;0;4871,6;184723,2;179851,6
1T02837;802186;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;ESCOBAL;ESCC62;202607;75;San José De Cúcuta;48;11.924;10.165;123,6;430,56;0;1.759;14,75%;36,6;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,4643651;7,91233588;1;B;Mensual;4;1;CUCUTA;CUAD 4-5-6;CUAD 4 - ESCOBAL;202508;202607;Cumple;40;CENSESCC62-1ESCC62_F;11924;1759;14,75%;; 10%-30%;14,80%; 1000-2000;1T02837202607;0;0;;48;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;VIEJO ESCOBAL;SIN_MI;SOLO_AGPE;;NO;;validar;validar;83,48;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0,001;0,00175904;CONTROL;CONTROL;CRA 5 1-39 B/ESCOBAL;HEX;HXE34K CT;20368978;Unidireccional;20;NO_APLICA;202607;0;;0;13674,88;133403,6;119728,72
1T02782;802142;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;ESCOBAL;ESCC63;202607;75;San José De Cúcuta;90;27.811;26.934;1691,21;151,2;0;877;3,15%;9,7;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,47355631;7,90865746;1;B;Mensual;4;1;CUCUTA;CUAD 4-5-6;CUAD 4 - ESCOBAL;202508;202607;Cumple;1;CENSESCC63-1ESCC63_F;27811;877;3,15%;;  0%-5%;3,20%;  500-1000;1T02782202607;0;0;;90;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;PRADOS DEL ESTE;SIN_MI;SOLO_AGPE;;NO;1;validar;validar;3,06;validar;validar;validar;validar;validar;0;0,00087701;IP BAJO;IP BAJO;CLL 5 5A-03 PRADOS DEL ESTE;HEX;HXE34K CT;18997621;Unidireccional;18;TRENZADO;202607;0;;0;16642,45;306709,85;290067,4
1T01943;801597;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC58;202607;75;San José De Cúcuta;13;9.523;8.719;1020,57;0;0;804;8,44%;61,8;0;0;0;3;0;0;S;S;S;NO APLICO REGLA;;NA;-72,49831691;7,86834301;1;B;Mensual;5;1;CUCUTA;CUAD 4-5-6;CAUD 5 - PATIOS;202508;202607;Cumple;1;CENSSANC58-1SANC58_F;9523;804;8,44%;;  5%-10%;8,40%;  500-1000;1T01943202607;0;0;;13;0;CUMPLE;9,12%;2>=40kwh;;202607;;No;Validar;LA RINCONADA;SIN_MI;SOLO_AGPE;;NO;;validar;validar;52,84;validar;validar;validar;validar;validar;0;0,00080357;Reduccion;Reduccion;AV 1  1-127 URB LA RINCONADA;HEX;HXE34K CT;20368716;Unidireccional;18;NO_APLICA;202607;0;;0;10936,39;101110,39;90174
1T01824;801501;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC6;202607;113;San José De Cúcuta;100;45.903;43.726;1082,9;1791,36;0;2.177;4,74%;21,8;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,50119;7,894975;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;60;CENSSEVC6-1SEVC6_F;45903;2177;4,74%;;  0%-5%;4,70%; 2000-3000;1T01824202607;0;0;;100;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;LLERAS RESTREPO;SIN_MI;SOLO_AGPE;;NO;1;validar;validar;0;validar;validar;validar;validar;validar;0,001;0,00217654;IP BAJO;IP BAJO;AVE 1 2-79 LLERAS RESTREPO;HEX;HXE34K CT;18282457;Unidireccional;18;TRENZADO;202607;0;;0;36539,7;557018,42;520478,72
1T01823;444897;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC6;202607;113;San José De Cúcuta;60;36.096;36.026;275,72;560,52;0;70;0,19%;1,2;0;0;0;3;0;0;N;S;S;NO APLICO REGLA;;NA;-72,500649;7,892709;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;60;CENSSEVC6-1SEVC6_F;36096;70;0,19%;;  0%-5%;0,20%;   0-500;1T01823202607;0;0;;60;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;LLERAS RESTREPO;SIN_MI;SOLO_AGPE;;NO;1;validar;validar;21,74;validar;validar;validar;validar;validar;-0,001;7,02E-05;IP BAJO;IP BAJO;CLL 5 0-114 LLERAS;HEX;HXE34K CT;16529101;Unidireccional;18;NO_APLICA;202607;0;;0;12374,27;456075,83;443701,56
1T01753;801449;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC11;202607;75;San José De Cúcuta;72;20.352;19.636;592,13;726,48;0;716;3,52%;9,9;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,49897981;7,91254546;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;40;CENSSEVC11-1SEVC11_F;20352;716;3,52%;;  0%-5%;3,50%;  500-1000;1T01753202607;0;0;;72;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;PORTACHUELO;SIN_MI;SOLO_AGPE;;NO;;validar;validar;35,51;validar;validar;validar;validar;validar;0;0,00071565;IP BAJO;IP BAJO;Cll 12 AN 4A-03 PORTACHUELOS;HEX;HXE34K CT;23909688;Unidireccional;22;NO_APLICA;202607;0;;0;6644,25;236204,61;229560,36
1T01742;801438;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC11;202607;75;San José De Cúcuta;64;12.366;12.149;1445,96;482,4;0;217;1,75%;3,4;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;Recuperacion de energia de algun cliente (Periodo 0);NA;-72,4934163;7,91500531;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;1;CENSSEVC11-1SEVC11_F;12366;217;1,75%;;  0%-5%;1,80%;   0-500;1T01742202607;0;0;;64;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;ZULIMA I ETAPA;SIN_MI;SOLO_AGPE;;NO;;validar;validar;3,84;validar;validar;validar;validar;validar;0;0,00021656;IP BAJO;IP BAJO;CANAL BOGOTA MZ 36  LOTE 12 -1;HEX;HXE34K CT;21457889;Unidireccional;21;TRENZADO;202607;0;;0;5651,08;149229,88;143578,8
1T01739;801436;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC11;202607;75;San José De Cúcuta;57;17.113;17.520;432,67;1658,16;0;-407;-2,38%;-7,3;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;Recuperacion de energia de algun cliente (Periodo -1);NA;-72,49578939;7,91100124;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;40;CENSSEVC11-1SEVC11_F;17113;-407;-2,38%;;   <0%;-2,40%;    <0;1T01739202607;0;0;;56;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;GUAIMARAL;SIN_MI;SOLO_AGPE;;NO;;validar;validar;69,85;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;-0,001;-0,00040749;IP BAJO;IP BAJO;CANAL BGTA 11N-29 GUALANDAY;HEX;HXE34K CT;17087084;Unidireccional;18;NO_APLICA;202607;0;;0;1209,54;186777,3;185567,76
